# Input data: bootstrap_h_values.csv
# Point estimate cumulative effects for all countries
iteration,approach,iso3,year,temp,h_T,h_T_trend_1961,h_T_delta,h_T_delta_cum
-1,Approach DJ,AFG,1961,12.3,0.00081681,0.0,0.00081681,0.00081681
-1,Approach DJ,AFG,1962,12.0,-0.00052372,0.0,-0.00052372,0.00029309
-1,Approach DJ,AFG,1963,12.9,0.00220355,0.0,0.00220355,0.0024966399999999996
-1,Approach DJ,AFG,1964,11.3,-0.0037035,0.0,-0.0037035,-0.0012068600000000006
-1,Approach DJ,AFG,1965,12.2,0.00125831,0.0,0.00125831,5.1449999999999326e-05
-1,Approach DJ,AFG,1966,12.5,0.00132802,0.0,0.00132802,0.0013794699999999994
-1,Approach DJ,AFG,1967,11.9,-0.0011546,0.0,-0.0011546,0.0002248699999999994
-1,Approach DJ,AFG,1968,12.0,-0.00017035,0.0,-0.00017035,5.451999999999942e-05
-1,Approach DJ,AFG,1969,11.7,-0.00096961,0.0,-0.00096961,-0.0009150900000000006
-1,Approach DJ,AFG,1970,12.8,0.00267786,0.0,0.00267786,0.0017627699999999992
-1,Approach DJ,AFG,1971,12.7,0.00082696,0.0,0.00082696,0.0025897299999999993
-1,Approach DJ,AFG,1972,10.8,-0.00547419,0.0,-0.00547419,-0.002884460000000001
-1,Approach DJ,AFG,1973,12.3,0.00253876,0.0,0.00253876,-0.00034570000000000087
-1,Approach DJ,AFG,1974,11.5,-0.00135802,0.0,-0.00135802,-0.0017037200000000008
-1,Approach DJ,AFG,1975,11.8,0.00038567,0.0,0.00038567,-0.0013180500000000007
-1,Approach DJ,AFG,1976,11.8,0.00015543,0.0,0.00015543,-0.0011626200000000007
-1,Approach DJ,AFG,1977,12.8,0.00282562,0.0,0.00282562,0.0016629999999999993
-1,Approach DJ,AFG,1978,12.4,9.765e-05,0.0,9.765e-05,0.0017606499999999992
-1,Approach DJ,AFG,1979,12.4,3.936e-05,0.0,3.936e-05,0.0018000099999999992
-1,Approach DJ,AFG,1980,12.7,0.00080472,0.0,0.00080472,0.002604729999999999
-1,Approach DJ,AFG,1981,12.8,0.0005766,0.0,0.0005766,0.003181329999999999
-1,Approach DJ,AFG,1982,11.7,-0.00283626,0.0,-0.00283626,0.00034506999999999897
-1,Approach DJ,AFG,1983,12.6,0.00141567,0.0,0.00141567,0.001760739999999999
-1,Approach DJ,AFG,1984,12.0,-0.00108724,0.0,-0.00108724,0.000673499999999999
-1,Approach DJ,AFG,1985,12.6,0.00121961,0.0,0.00121961,0.001893109999999999
-1,Approach DJ,AFG,1986,12.1,-0.00087662,0.0,-0.00087662,0.001016489999999999
-1,Approach DJ,AFG,1987,12.8,0.00152474,0.0,0.00152474,0.002541229999999999
-1,Approach DJ,AFG,1988,13.2,0.00157024,0.0,0.00157024,0.004111469999999999
-1,Approach DJ,AFG,1989,12.0,-0.00249057,0.0,-0.00249057,0.001620899999999999
-1,Approach DJ,AFG,1990,12.9,0.00141086,0.0,0.00141086,0.003031759999999999
-1,Approach DJ,AFG,1991,12.3,-0.0009931,0.0,-0.0009931,0.0020386599999999986
-1,Approach DJ,AFG,1992,12.1,-0.00096351,0.0,-0.00096351,0.0010751499999999987
-1,Approach DJ,AFG,1993,12.3,0.00017496,0.0,0.00017496,0.0012501099999999987
-1,Approach DJ,AFG,1994,12.6,0.00087538,0.0,0.00087538,0.002125489999999999
-1,Approach DJ,AFG,1995,12.8,0.00086269,0.0,0.00086269,0.002988179999999999
-1,Approach DJ,AFG,1996,12.3,-0.00096708,0.0,-0.00096708,0.002021099999999999
-1,Approach DJ,AFG,1997,12.6,0.00041512,0.0,0.00041512,0.0024362199999999994
-1,Approach DJ,AFG,1998,12.9,0.00092413,0.0,0.00092413,0.0033603499999999994
-1,Approach DJ,AFG,1999,13.5,0.00174199,0.0,0.00174199,0.0051023399999999995
-1,Approach DJ,AFG,2000,13.3,0.0002669,0.0,0.0002669,0.005369239999999999
-1,Approach DJ,AFG,2001,13.6,0.0007523,0.0,0.0007523,0.006121539999999999
-1,Approach DJ,AFG,2002,13.4,-0.00012129,0.0,-0.00012129,0.0060002499999999995
-1,Approach DJ,AFG,2003,12.9,-0.00120351,0.0,-0.00120351,0.004796739999999999
-1,Approach DJ,AFG,2004,13.6,0.00109407,0.0,0.00109407,0.005890809999999999
-1,Approach DJ,AFG,2005,13.0,-0.00089658,0.0,-0.00089658,0.004994229999999999
-1,Approach DJ,AFG,2006,13.4,0.00055169,0.0,0.00055169,0.0055459199999999985
-1,Approach DJ,AFG,2007,13.2,-0.0002235,0.0,-0.0002235,0.005322419999999999
-1,Approach DJ,AFG,2008,13.1,-0.000321,0.0,-0.000321,0.005001419999999999
-1,Approach DJ,AFG,2009,13.3,0.00032714,0.0,0.00032714,0.005328559999999999
-1,Approach DJ,AFG,2010,13.7,0.00098082,0.0,0.00098082,0.006309379999999999
-1,Approach DJ,AFG,2011,13.1,-0.0009102,0.0,-0.0009102,0.005399179999999999
